id,name,employer,salary,area,published_at,alternate_url
121367501,Middle frontend JS / React developer разработчик,Скилла Работа,от 120000 RUR net,Санкт-Петербург,2025-08-22T17:30:32+0300,https://hh.ru/vacancy/121367501
124289909,Инженер по автоматизации тестирования (Java),Дримкас,от 150000 RUR net,Санкт-Петербург,2025-08-26T12:45:20+0300,https://hh.ru/vacancy/124289909
110615576,Разработчик приложений для ОС Андроид / Android Developer,Доктор Веб,,Санкт-Петербург,2025-08-17T12:04:06+0300,https://hh.ru/vacancy/110615576
124188725,"Программист C# (.net core, full stack)",Системы информации и связи,от 180000 RUR net,Санкт-Петербург,2025-08-27T17:08:15+0300,https://hh.ru/vacancy/124188725
124422445,Программист Embedded Linux,Адванст Мобилити Солюшинз,от 200000 до 300000 RUR net,Санкт-Петербург,2025-08-25T10:27:14+0300,https://hh.ru/vacancy/124422445
124551588,Senior Java Developer,СБЕР,,Санкт-Петербург,2025-08-27T14:54:00+0300,https://hh.ru/vacancy/124551588
123429315,Middle/Senior Java Developer,Айкона Консалтинг,от 3300 до 3600 EUR gross,Санкт-Петербург,2025-08-26T14:24:50+0300,https://hh.ru/vacancy/123429315
124500914,Спикер на запись онлайн-курса по Java-разработке,Бруноям,,Санкт-Петербург,2025-08-26T14:49:38+0300,https://hh.ru/vacancy/124500914
123525497,Cпециалист по автоматизации технических процессов,Яндекс Крауд,от 73500 до 73500 RUR net,Санкт-Петербург,2025-08-01T14:22:21+0300,https://hh.ru/vacancy/123525497
123729231,Руководитель QA (Team lead QA),Давыдова Ирина Николаевна,,Санкт-Петербург,2025-08-07T09:08:37+0300,https://hh.ru/vacancy/123729231
123945105,Java-разработчик (Senior),Napoleon IT,,Санкт-Петербург,2025-08-12T12:21:34+0300,https://hh.ru/vacancy/123945105
123640513,Senior Java Developer,Доксинбокс,,Санкт-Петербург,2025-08-05T11:51:48+0300,https://hh.ru/vacancy/123640513
123849990,QA Engineer/Тестировщик (Auto),Emphasoft,,Санкт-Петербург,2025-08-08T19:17:38+0300,https://hh.ru/vacancy/123849990
123815074,Support Engineer/DevOps в Европе,Haulmont,,Санкт-Петербург,2025-08-27T11:56:41+0300,https://hh.ru/vacancy/123815074
124024135,ИТ-рекрутер,Мираполис,,Санкт-Петербург,2025-08-13T17:06:03+0300,https://hh.ru/vacancy/124024135
124403617,Разработчик на Java в группу инфраструктуры MBA,Яндекс,,Санкт-Петербург,2025-08-24T11:28:27+0300,https://hh.ru/vacancy/124403617
123308236,Маркетолог (B2B/IT),Programming Store,до 120000 RUR net,Санкт-Петербург,2025-08-07T08:33:16+0300,https://hh.ru/vacancy/123308236
123608907,Java разработчик (г. Санкт - Петербург),Газпромтранс,,Санкт-Петербург,2025-08-04T16:01:12+0300,https://hh.ru/vacancy/123608907
123690193,Младший QA Automation Engineer,S8 Capital,,Санкт-Петербург,2025-08-06T11:07:03+0300,https://hh.ru/vacancy/123690193
123425251,Senior Java engineer,Леон,,Санкт-Петербург,2025-07-30T13:17:44+0300,https://hh.ru/vacancy/123425251
123082829,Математик-программист,Банк Санкт-Петербург,,Санкт-Петербург,2025-08-05T12:15:48+0300,https://hh.ru/vacancy/123082829
122238868,Android developer,"АТОЛ, группа компаний",,Санкт-Петербург,2025-08-19T12:47:02+0300,https://hh.ru/vacancy/122238868
123591319,Senior Java разработчик,Линсофтверпродакшн,от 170000 до 200000 RUR gross,Санкт-Петербург,2025-08-04T12:26:51+0300,https://hh.ru/vacancy/123591319
122471888,Big Data разработчик,Совкомбанк Технологии,,Санкт-Петербург,2025-08-06T13:17:45+0300,https://hh.ru/vacancy/122471888
124231033,Инженер технической поддержки,Majordomo,от 45000 до 65000 RUR net,Санкт-Петербург,2025-08-25T14:08:39+0300,https://hh.ru/vacancy/124231033
123630242,Android разработчик,ИнстаДев,от 120000 до 180000 RUR net,Санкт-Петербург,2025-08-26T09:44:07+0300,https://hh.ru/vacancy/123630242
123697166,Сервис инженер,Мэлон Фэшн Груп,,Санкт-Петербург,2025-08-06T12:42:50+0300,https://hh.ru/vacancy/123697166
102346980,QA-инженер (отдел тестирования ПО),Радар ММС,,Санкт-Петербург,2025-08-04T08:47:19+0300,https://hh.ru/vacancy/102346980
124445328,Стажёр-разработчик (Android),Яндекс,,Санкт-Петербург,2025-08-25T14:56:30+0300,https://hh.ru/vacancy/124445328
124107234,Data Engineer (Senior),Газпром нефть,,Санкт-Петербург,2025-08-15T12:54:00+0300,https://hh.ru/vacancy/124107234
121629788,Администратор IT систем / SRE / DevOps,Nord.Codes,от 200000 до 400000 RUR net,Санкт-Петербург,2025-08-26T02:19:29+0300,https://hh.ru/vacancy/121629788
122513739,Java Developer в команду Облака,VK,,Санкт-Петербург,2025-08-07T13:07:42+0300,https://hh.ru/vacancy/122513739
114932855,Senior Backend-разработчик(Java/Kotlin),ЛИПТ Софт,до 500000 RUR gross,Санкт-Петербург,2025-08-09T10:00:05+0300,https://hh.ru/vacancy/114932855
124004723,Разработчик RPA,МКСКОМ,,Санкт-Петербург,2025-08-13T11:58:19+0300,https://hh.ru/vacancy/124004723
123455478,Ведущий Java/Kotlin разработчик,НТА,,Санкт-Петербург,2025-07-31T10:29:20+0300,https://hh.ru/vacancy/123455478
123744387,Стажер-программист 1С,ПитерСофт,,Санкт-Петербург,2025-08-25T12:32:25+0300,https://hh.ru/vacancy/123744387
123635934,Senior Java Developer,Центр финансовых технологий,,Санкт-Петербург,2025-08-05T10:54:43+0300,https://hh.ru/vacancy/123635934
121968231,Старший Java-разработчик,VK,,Санкт-Петербург,2025-08-22T20:46:01+0300,https://hh.ru/vacancy/121968231
119842731,Data Engineer,Koronatech,,Санкт-Петербург,2025-08-27T07:34:05+0300,https://hh.ru/vacancy/119842731
124181222,Ведущий системный администратор / Администратор ИТ-инфраструктуры,Анвиком,от 120000 до 150000 RUR net,Санкт-Петербург,2025-08-27T15:22:34+0300,https://hh.ru/vacancy/124181222
123705711,Руководитель команды backend разработки,Версус Сервис,,Санкт-Петербург,2025-08-06T14:56:44+0300,https://hh.ru/vacancy/123705711
122973410,"Программист С#, Android",Би Питрон,от 150000 до 150000 RUR gross,Санкт-Петербург,2025-08-27T12:35:53+0300,https://hh.ru/vacancy/122973410
124006860,QA Automation Engineer,Netwrk,,Санкт-Петербург,2025-08-13T12:24:20+0300,https://hh.ru/vacancy/124006860
123746971,Data Engineer (Scala) / Дата Инженер Скала,WaveAccess,,Санкт-Петербург,2025-08-07T13:15:03+0300,https://hh.ru/vacancy/123746971
123895046,Junior QA Automation (Java),Многопрофильная клиника Скандинавия. Клиника репродукции Скандинавия АВА-ПЕТЕР,,Санкт-Петербург,2025-08-11T12:36:05+0300,https://hh.ru/vacancy/123895046
123467551,Системный аналитик (Senior),Holyweb,,Санкт-Петербург,2025-07-31T13:32:31+0300,https://hh.ru/vacancy/123467551
122482561,Data Engineer,Сравни,,Санкт-Петербург,2025-08-04T10:45:48+0300,https://hh.ru/vacancy/122482561
124078954,DevSecOps специалист,Ред Софт,,Санкт-Петербург,2025-08-14T16:33:03+0300,https://hh.ru/vacancy/124078954
124129618,Системный аналитик (интеграции),Совкомбанк Технологии,,Санкт-Петербург,2025-08-16T11:59:20+0300,https://hh.ru/vacancy/124129618
123197717,DevOps engineer,i-Digital,,Санкт-Петербург,2025-08-23T13:16:08+0300,https://hh.ru/vacancy/123197717
123436030,QA Automation инженер (Java),Deventica,до 235000 RUR net,Санкт-Петербург,2025-07-30T16:16:15+0300,https://hh.ru/vacancy/123436030
124371018,Инженер-программист (fullstack),ГЭХ Сервис газовых турбин,,Санкт-Петербург,2025-08-22T13:30:26+0300,https://hh.ru/vacancy/124371018
123744446,Стажер-аналитик 1С,ПитерСофт,,Санкт-Петербург,2025-08-25T12:33:35+0300,https://hh.ru/vacancy/123744446
117721955,Middle+ / Senior Data-инженер,Линсофтверпродакшн,от 250000 до 370000 RUR gross,Санкт-Петербург,2025-08-25T10:08:19+0300,https://hh.ru/vacancy/117721955
123397136,Бизнес-Ассистент руководителя Онлайн Школы,Sorokin School,от 40000 до 70000 RUR net,Санкт-Петербург,2025-07-29T22:54:29+0300,https://hh.ru/vacancy/123397136
124246884,Senior Android Developer,Quadcode,,Санкт-Петербург,2025-08-19T19:55:35+0300,https://hh.ru/vacancy/124246884
122703413,"Middle Backend developer, C#",Горбилет,от 250000 RUR net,Санкт-Петербург,2025-08-25T11:56:35+0300,https://hh.ru/vacancy/122703413
119691964,Middle QA Engineer (Java),Леон,до 264000 RUR gross,Санкт-Петербург,2025-08-22T17:49:46+0300,https://hh.ru/vacancy/119691964
124048523,Тьютор,KIBERone (ИП Савельев Сергей Викторович),от 30000 до 68000 RUR net,Санкт-Петербург,2025-08-14T10:18:29+0300,https://hh.ru/vacancy/124048523
119010738,Руководитель команды разработки,Т-Банк,,Санкт-Петербург,2025-07-30T10:48:41+0300,https://hh.ru/vacancy/119010738
123707098,"Администратор сайтов (WordPress, OpenCart) в Благотворительный Фонд",Благотворительный Фонд Планета Добра,от 20000 до 40000 RUR net,Санкт-Петербург,2025-08-06T15:17:22+0300,https://hh.ru/vacancy/123707098
116903171,Java-разработчик,Okko,,Санкт-Петербург,2025-08-24T18:07:17+0300,https://hh.ru/vacancy/116903171
120802666,Тестировщик со знанием java,Центральный банк Российской Федерации (Банк России),,Санкт-Петербург,2025-08-19T10:29:34+0300,https://hh.ru/vacancy/120802666
124022812,Data Engineer / Инженер данных,Марс,,Санкт-Петербург,2025-08-13T16:45:01+0300,https://hh.ru/vacancy/124022812
124532667,Специалист развития IVR,Совкомбанк,,Санкт-Петербург,2025-08-27T10:29:51+0300,https://hh.ru/vacancy/124532667
123557755,Android / backend разработчик,tobe.cx,,Санкт-Петербург,2025-08-04T09:03:56+0300,https://hh.ru/vacancy/123557755
124468935,QA automation инженер (Java),Центральный банк Российской Федерации (Банк России),,Санкт-Петербург,2025-08-26T07:00:57+0300,https://hh.ru/vacancy/124468935
123762906,Инженер по автоматизации тестирования в Финтех,Яндекс,,Санкт-Петербург,2025-08-07T17:58:07+0300,https://hh.ru/vacancy/123762906
124507576,Системный архитектор,БФТ-Холдинг,,Санкт-Петербург,2025-08-26T16:40:43+0300,https://hh.ru/vacancy/124507576
120395194,QA Lead/руководитель направления тестирования,Ред Софт,,Санкт-Петербург,2025-08-11T18:11:00+0300,https://hh.ru/vacancy/120395194
124206058,Разработчик Flutter/Android,НТА,,Санкт-Петербург,2025-08-19T09:19:23+0300,https://hh.ru/vacancy/124206058
115794035,Senior frontend-разработчик,Бизнес Технологии,от 200000 до 300000 RUR net,Санкт-Петербург,2025-08-27T17:31:06+0300,https://hh.ru/vacancy/115794035
123344194,Специалист по качеству данных,Интерлизинг,,Санкт-Петербург,2025-08-25T09:53:12+0300,https://hh.ru/vacancy/123344194
123897977,"Senior Java Engineer (JavaSE, algorithms, optimization)",BrainShells,от 5000 USD net,Санкт-Петербург,2025-08-11T13:11:35+0300,https://hh.ru/vacancy/123897977
122191561,"Главный разработчик на Java (Kafka, Kerberos, Spring Boot)",Газпромнефть-Снабжение,,Санкт-Петербург,2025-07-29T09:25:44+0300,https://hh.ru/vacancy/122191561
121373714,Java/Kotlin-разработчик,Яндекс,,Санкт-Петербург,2025-07-31T15:54:03+0300,https://hh.ru/vacancy/121373714
124173055,Middle Auto QA Engineer (Инженер автоматизированного тестирования),АКСЕЛБОЛТ КАЗАХСТАН,,Санкт-Петербург,2025-08-18T13:37:04+0300,https://hh.ru/vacancy/124173055
124550883,Инженер по нагрузочному тестированию,СБЕР,,Санкт-Петербург,2025-08-27T14:47:30+0300,https://hh.ru/vacancy/124550883
123896721,QA Engineer (Java),Леон,до 264000 RUR gross,Санкт-Петербург,2025-08-11T12:57:59+0300,https://hh.ru/vacancy/123896721
124206275,Аналитик (системный/fullstack) - cпециалист отдела развития ИС,Газпромтранс,,Санкт-Петербург,2025-08-19T09:23:08+0300,https://hh.ru/vacancy/124206275
107445429,Senior Backend разработчик Java/Kotlin,Okko,,Санкт-Петербург,2025-08-25T01:02:01+0300,https://hh.ru/vacancy/107445429
118655408,Системный администратор Linux/SRE (DevOps),ЕДИНЫЙ ЦУПИС,,Санкт-Петербург,2025-08-27T16:49:13+0300,https://hh.ru/vacancy/118655408
123946637,Java/Kotlin-разработчик в Финтех,Яндекс,,Санкт-Петербург,2025-08-12T12:31:16+0300,https://hh.ru/vacancy/123946637
124392319,Системный аналитик (ученик),Aston,от 70000 до 80000 RUR gross,Санкт-Петербург,2025-08-23T11:00:34+0300,https://hh.ru/vacancy/124392319
108265920,Kotlin Backend Developer,Okko,,Санкт-Петербург,2025-08-25T01:02:01+0300,https://hh.ru/vacancy/108265920
123840552,Java-разработчик,Геоскан,,Санкт-Петербург,2025-08-08T15:02:08+0300,https://hh.ru/vacancy/123840552
123060639,Программист 1С,Programming Store,,Санкт-Петербург,2025-08-07T08:32:48+0300,https://hh.ru/vacancy/123060639
122311914,AppSec Business Partner,Альфа-Банк,,Санкт-Петербург,2025-08-01T14:54:50+0300,https://hh.ru/vacancy/122311914
124006519,Pentester (SberOS),СБЕР,,Санкт-Петербург,2025-08-13T12:19:00+0300,https://hh.ru/vacancy/124006519
124220603,Разработчик Scala,Лига Цифровой Экономики,,Санкт-Петербург,2025-08-19T11:53:13+0300,https://hh.ru/vacancy/124220603
124167879,Специалист-программист,Корпоративный Университет Администрации Санкт-Петербурга - Центр Развития Компетенций Государственных и Муниципальных Служащих,,Санкт-Петербург,2025-08-18T12:32:14+0300,https://hh.ru/vacancy/124167879
111957168,Full-Stack QA/Тестировщик (Python),Ред Софт,,Санкт-Петербург,2025-08-11T18:10:41+0300,https://hh.ru/vacancy/111957168
122064254,Senior Kotlin/Java Developer,Just AI,,Санкт-Петербург,2025-08-11T15:47:33+0300,https://hh.ru/vacancy/122064254
123349759,QA Fullstack Engineer (Java),Доксинбокс,от 180000 до 200000 RUR net,Санкт-Петербург,2025-08-26T12:23:01+0300,https://hh.ru/vacancy/123349759
123455848,"Программист MS SQL, C#, Delphi",Карвиль,от 250000 до 300000 RUR net,Санкт-Петербург,2025-08-27T10:35:31+0300,https://hh.ru/vacancy/123455848
123635187,DevOps-инженер,Дартс рекрутинг сервисез,до 350000 RUR gross,Санкт-Петербург,2025-08-13T12:03:50+0300,https://hh.ru/vacancy/123635187
124332785,System Architect (Java),iFuture,,Санкт-Петербург,2025-08-27T15:24:01+0300,https://hh.ru/vacancy/124332785
124452288,Middle AI Researcher / AI Developer,Университет ИТМО,от 150000 до 200000 RUR gross,Санкт-Петербург,2025-08-25T16:40:14+0300,https://hh.ru/vacancy/124452288
124172749,Java разработчик с нуля (стажер),Aston,от 70000 до 80000 RUR gross,Санкт-Петербург,2025-08-18T13:32:41+0300,https://hh.ru/vacancy/124172749
123551083,Архитектор в Core-команду,Koronatech,,Санкт-Петербург,2025-08-04T06:25:26+0300,https://hh.ru/vacancy/123551083
123890805,Fullstack QA Java-инженер в Яндекс Документы,Яндекс,,Санкт-Петербург,2025-08-11T11:47:05+0300,https://hh.ru/vacancy/123890805
116539819,AppSec (аудит кода),Газпромнефть-Снабжение,,Санкт-Петербург,2025-07-29T09:28:01+0300,https://hh.ru/vacancy/116539819
